date,reason,detail,iv_rmse,n_maturities,n_strikes,n_cells
2014-01-13,pegged,calibration rejected (boundary-pegged),0.008086325231263031,12.0,165.0,580.0
2014-01-14,pegged,calibration rejected (boundary-pegged),0.0086737587292796,13.0,142.0,490.0
2014-01-15,pegged,calibration rejected (boundary-pegged),0.01070969446452337,13.0,113.0,420.0
2014-01-16,pegged,calibration rejected (boundary-pegged),0.009358115951076119,14.0,124.0,420.0
2014-01-17,pegged,calibration rejected (boundary-pegged),0.006853694539253458,11.0,141.0,502.0
2014-01-21,pegged,calibration rejected (boundary-pegged),0.011875229162256239,16.0,125.0,523.0
2014-01-22,pegged,calibration rejected (boundary-pegged),0.01278308394303456,14.0,112.0,420.0
2014-01-23,pegged,calibration rejected (boundary-pegged),0.008409071090099713,17.0,143.0,641.0
2014-01-24,pegged,calibration rejected (boundary-pegged),0.009756553882300179,18.0,174.0,763.0
2014-01-27,pegged,calibration rejected (boundary-pegged),0.008052201368538292,16.0,146.0,741.0
2014-01-28,pegged,calibration rejected (boundary-pegged),0.010964847078536772,16.0,137.0,556.0
2014-01-29,pegged,calibration rejected (boundary-pegged),0.007975214417819032,14.0,135.0,614.0
2014-01-30,pegged,calibration rejected (boundary-pegged),0.008916122752246222,17.0,131.0,580.0
2014-01-31,pegged,calibration rejected (boundary-pegged),0.006950338130685584,16.0,136.0,556.0
2014-02-03,pegged,calibration rejected (boundary-pegged),0.007887175538881188,16.0,168.0,870.0
2014-02-04,pegged,calibration rejected (boundary-pegged),0.008173668066002174,15.0,145.0,661.0
2014-02-05,pegged,calibration rejected (boundary-pegged),0.008445058833102754,17.0,148.0,669.0
2014-02-06,pegged,calibration rejected (boundary-pegged),0.00918348710747302,18.0,133.0,650.0
2014-02-07,pegged,calibration rejected (boundary-pegged),0.009708935917654695,17.0,140.0,688.0
2014-02-10,pegged,calibration rejected (boundary-pegged),0.010846462234985369,16.0,122.0,481.0
2014-02-11,pegged,calibration rejected (boundary-pegged),0.008256911679249624,15.0,142.0,631.0
2014-02-12,pegged,calibration rejected (boundary-pegged),0.009380897849778747,15.0,113.0,538.0
2014-02-13,pegged,calibration rejected (boundary-pegged),0.00945533109394207,16.0,131.0,618.0
2014-02-18,pegged,calibration rejected (boundary-pegged),0.009256264936433225,16.0,103.0,472.0
2014-02-19,pegged,calibration rejected (boundary-pegged),0.008598455678667214,17.0,129.0,614.0
2014-02-20,pegged,calibration rejected (boundary-pegged),0.010802273226444151,15.0,123.0,515.0
2014-02-21,pegged,calibration rejected (boundary-pegged),0.008212409554993817,15.0,126.0,503.0
2014-02-24,pegged,calibration rejected (boundary-pegged),0.008504162477769138,15.0,121.0,610.0
2014-02-25,pegged,calibration rejected (boundary-pegged),0.012348392769475816,17.0,126.0,522.0
2014-02-26,pegged,calibration rejected (boundary-pegged),0.007500371012364664,14.0,121.0,526.0
2014-02-27,pegged,calibration rejected (boundary-pegged),0.01065913009648322,16.0,119.0,576.0
2014-02-28,pegged,calibration rejected (boundary-pegged),0.006927623378387827,15.0,141.0,619.0
2014-03-03,pegged,calibration rejected (boundary-pegged),0.00686339521111522,15.0,139.0,609.0
2014-03-04,pegged,calibration rejected (boundary-pegged),0.007227776989538899,15.0,129.0,574.0
2014-03-05,pegged,calibration rejected (boundary-pegged),0.008518050073305935,15.0,109.0,450.0
2014-03-06,pegged,calibration rejected (boundary-pegged),0.011438065345386108,16.0,133.0,583.0
2014-03-07,pegged,calibration rejected (boundary-pegged),0.010601589204984697,16.0,131.0,613.0
2014-03-10,pegged,calibration rejected (boundary-pegged),0.008381970571320417,17.0,135.0,595.0
2014-03-11,pegged,calibration rejected (boundary-pegged),0.008505849972361881,16.0,134.0,624.0
